Time,x (km),y (km),z (km),Dx (km/s),Dy (km/s),Dz (km/s),Distance (km),Vel. (km/s)
2024-248/00:00.000000,144164101.6844583,-44537024.34377316,-19123262.88687117,9.119533939568738,26.18413819058996,11.48853070562989,152093832.66695943,30.01268614824502
2024-249/00:00.000000,144931064.5742472,-42267998.38077034,-18127886.84880697,8.633631968297161,26.33828651199968,11.5519615386905,152053337.508075,30.02819929239134
2024-250/00:00.000000,145655897.8705485,-39985977.25154532,-17127182.25348093,8.14433516780715,26.48493669065393,11.61186991612516,152012694.64482465,30.043594821235022
2024-251/00:00.000000,146338313.8515681,-37691612.68864534,-16121455.19749099,7.65177288955909,26.6239981611816,11.66821509619898,151971908.87027645,30.05884478770198
2024-252/00:00.000000,146978036.108608,-35385564.26097592,-15111015.26893642,7.156078061844015,26.75538038091439,11.72095714100959,151930984.45961893,30.073920077968012
2024-253/00:00.000000,147574799.8276612,-33068499.40051854,-14096175.49165289,6.657387407961327,26.87899311432191,11.77005703008998,151889925.14405897,30.08879061097367
2024-254/00:00.000000,148128352.2459764,-30741093.21167913,-13077252.17080157,6.155841555641906,26.9947471906494,11.81547697202263,151848734.1906278,30.10342600471977
2024-255/00:00.000000,148638452.8903135,-28404028.49749168,-12054564.84496089,5.651585149786308,27.1025547693988,11.85718045420518,151807414.3318225,30.117795703821557
2024-256/00:00.000000,149104873.9478657,-26057995.60168376,-11028436.15957182,5.144767118214439,27.20233016000254,11.89513256788044,151765967.77246222,30.131869733587628
2024-257/00:00.000000,149527400.7114286,-23703691.98981484,-9999191.61364193,4.635540820497346,27.29399116576316,11.92930071049109,151724396.22681147,30.14562004498461
2024-258/00:00.000000,149905831.9279048,-21341822.28082149,-8967159.512302583,4.12406552267328,27.37745929234076,11.95965503879439,151682700.97141102,30.15902091225837
2024-259/00:00.000000,150239980.3867232,-18973097.47292316,-7932670.466965723,3.610507354873252,27.45266134787477,11.98617028901522,151640882.9935301,30.17205091865587
2024-260/00:00.000000,150529673.6605645,-16598234.74335977,-6896057.04662584,3.095042624173447,27.51952845468537,12.00882727959248,151598943.43873918,30.184692608088174
2024-261/00:00.000000,150774755.1810542,-14217957.20128201,-5857653.202385846,2.577860781461456,27.57799390251587,12.02761430473665,151556884.39633396,30.196930634740102
2024-262/00:00.000000,150975085.0238487,-11832993.59698099,-4817793.538216002,2.059162889925997,27.62798893595664,12.04252582933368,151514709.41793543,30.208746296441365
2024-263/00:00.000000,151130541.4219603,-9444078.897856569,-3776813.009761909,1.53915866675011,27.66944225161902,12.05355973064779,151472424.86087856,30.22011492528455
2024-264/00:00.000000,151241020.5004757,-7051954.234114724,-2735046.776096139,1.018057610864812,27.70228213586469,12.06071287241563,151430039.362779,30.231005140830824
2024-265/00:00.000000,151306436.3629172,-4657366.67139829,-1692830.316322459,0.4960650344978769,27.72644380602985,12.06398101042578,151387563.6359778,30.241385624129332
2024-266/00:00.000000,151326720.773471,-2261068.343144411,-650499.4093028669,-0.02661793589787777,27.74187438604284,12.0633612472489,151345009.82716918,30.251231174071542
2024-267/00:00.000000,151301822.6711074,136184.4453399722,391609.9666324973,-0.54979068349263,27.74853320880167,12.05885439545484,151302390.75496575,30.260524357096077
2024-268/00:00.000000,151231708.4532745,2533632.574689786,1433162.265707735,-1.073252085240863,27.74639098454824,12.05046674214747,151259719.98453385,30.269255547659178
2024-269/00:00.000000,151116361.9594546,4930514.665738065,2473822.622796461,-1.596798382280153,27.73542802457149,12.03821015135273,151217011.69213408,30.277421231471646
2024-270/00:00.000000,150955784.7181913,7326068.057953038,3513257.461429196,-2.120224026285813,27.71563319713941,12.02210177843793,151174280.85182005,30.28502277712758
2024-271/00:00.000000,150749996.0690705,9719529.512824714,4551134.922849844,-2.643322444447453,27.68700323342608,12.00216341789043,151131543.35829905,30.292065434744014
2024-272/00:00.000000,150499033.2363465,12110135.76764417,5587125.151261429,-3.165886822301705,27.64954258358379,11.97842095886454,151088816.13422474,30.29855793797458
2024-273/00:00.000000,150202951.2413429,14497124.34298498,6620900.749649812,-3.687711327970447,27.603263002154,11.95090370775809,151046117.13831612,30.304511918799015
2024-274/00:00.000000,149861822.8629389,16879734.02543059,7652136.924700981,-4.2085918081272,27.5481834614726,11.91964386661602,151003465.4307196,30.30994171788103
2024-275/00:00.000000,149475738.3875548,19257205.56517918,8680511.79557754,-4.728326724854384,27.48432977196259,11.88467595959854,150960881.08419827,30.314863999292836
2024-276/00:00.000000,149044805.3748196,21628782.23209159,9705706.551382858,-5.246717754026902,27.41173419947284,11.84603628523609,150918385.1282628,30.31929739759977
2024-277/00:00.000000,148569148.3989773,23993710.32544304,10727405.55204312,-5.763570269989256,27.3304351121694,11.80376247666593,150875999.4865208,30.323262263205663
2024-278/00:00.000000,148048908.6126156,26351239.72318506,11745296.47540629,-6.278693876634916,27.2404763111007,11.75789292151657,150833746.77316266,30.326780119326557
2024-279/00:00.000000,147484243.4884377,28700624.2991357,12759070.31734947,-6.791902578749339,27.14190669538617,11.70846645771061,150791650.2591572,30.329873499432946
2024-280/00:00.000000,146875326.333934,31041122.3439307,13768421.43635308,-7.303015086655399,27.03477952013499,11.65552186890896,150749733.63465524,30.332565389278265
2024-281/00:00.000000,146222345.9074975,33371996.91955984,14773047.52914574,-7.811854880735237,26.91915185919303,11.59909755490793,150708020.86945924,30.334878895163463
2024-282/00:00.000000,145525506.0548692,35692516.1844238,15772649.58896128,-8.31825027443779,26.79508416174353,11.53923132422445,150666536.09596688,30.336837053606402
2024-283/00:00.000000,144785025.1903058,38001953.59692797,16766931.81883965,-8.822034389807579,26.66263935472634,11.47595991681779,150625303.31640223,30.338462125618
2024-284/00:00.000000,144001135.9737843,40299588.18227441,17755601.56425384,-9.323045117954244,26.52188261249317,11.40931899901601,150584346.31896424,30.339775668313465
2024-285/00:00.000000,143174084.8688745,42584704.68392138,18738369.20429912,-9.821125136420767,26.37288071874005,11.33934292466375,150543688.44788244,30.340798181874653
2024-286/00:00.000000,142304131.7235135,44856593.5817771,19714947.97673305,-10.31612156247149,26.21570130519415,11.26606444042693,150503352.34495312,30.341548526578197
2024-287/00:00.000000,141391549.3571284,47114551.35926545,20685053.95769846,-10.80788667881955,26.05041292882747,11.18951495611845,150463359.78113422,30.342044643989055
2024-288/00:00.000000,140436623.2128201,49357880.33116433,21648405.81026047,-11.29627703614828,25.87708440447578,11.10972437171826,150423731.386809,30.34230294109736
2024-289/00:00.000000,139439650.9360521,51585888.80398783,22604724.74635734,-11.78115408389182,25.69578535446437,11.02672172893816,150384486.42637324,30.342339537658322
2024-290/00:00.000000,138400941.7264565,53797891.17793093,23553734.49774019,-12.26238466013425,25.50658597575172,10.94053554826727,150345642.35371953,30.342170716255783
2024-291/00:00.000000,137320816.383603,55993208.01536923,24495161.28811943,-12.73983892291572,25.30955996064776,10.85119600824426,150307215.00527713,30.341815634414477
2024-292/00:00.000000,136199606.7351597,58171166.46201646,25428734.08220972,-13.21338959122077,25.10478530797224,10.75873601151265,150269218.40279707,30.341297111596585
2024-293/00:00.000000,135037655.5060006,60331100.46066234,26354184.74874213,-13.68290729647296,24.89234476149618,10.66319161788266,150231664.90830973,30.34063999471241
2024-294/00:00.000000,133835316.9123006,62472351.4989903,27271248.49212297,-14.14825861433417,24.67232560065827,10.56460139069473,150194566.3103311,30.339869395026202
2024-295/00:00.000000,132592956.8708634,64594268.6052707,28179663.80896167,-14.60930580394379,24.44481441280437,10.46300244018438,150157934.19195205,30.339004397193033
2024-296/00:00.000000,131310953.2856046,66696207.99076326,29079172.16951672,-15.06591016644071,24.20989398475751,10.35842803905614,150121780.12262505,30.338056090276513
2024-297/00:00.000000,129989695.8460959,68777532.91748999,29969517.78835396,-15.51793735284289,23.9676425413511,10.25090742857612,150086115.4698975,30.337029712646174
2024-298/00:00.000000,128629585.5795368,70837613.3116881,30850447.31444254,-15.9652587488298,23.71813581132065,10.14046772049083,150050950.83191186,30.335928185431445
2024-299/00:00.000000,127231034.5107099,72875825.54567316,31721709.68294669,-16.4077504951396,23.46144973833024,10.02713601589819,150016295.63763395,30.334754932523726
2024-300/00:00.000000,125794465.1300863,74891552.65431967,32583056.22796573,-16.8452921223139,23.1976616282977,9.910940320845418,149982157.83717078,30.333514629044316
2024-301/00:00.000000,124320310.2175061,76884184.45364928,33434240.76646037,-17.27776502347879,22.92685087574474,9.791909980292825,149948543.86525184,30.33221317918201
2024-302/00:00.000000,122809012.8566098,78853117.68855426,34275019.69881625,-17.70505158612621,22.64909928701032,9.67007577849954,149915458.78719172,30.330857484452448
2024-303/00:00.000000,121261026.1939373,80797756.28494374,35105152.14597376,-18.12703488726557,22.36449086806858,9.54546972433937,149882906.3018191,30.32945495471927
2024-304/00:00.000000,119676813.4228015,82717511.52215448,35924400.04288502,-18.54359847049437,22.07311171898067,9.418124910857074,149850888.8925756,30.32801315665155
2024-305/00:00.000000,118056847.8805354,84611802.20883623,36732528.23204202,-18.95462629704713,21.77505011089437,9.288075493207243,149819408.07129383,30.326539726124185
2024-306/00:00.000000,116401612.8389877,86480054.85910016,37529304.54041649,-19.36000291605093,21.47039618651603,9.15535647501755,149788464.3730547,30.325042085710425
2024-307/00:00.000000,114711601.4907678,88321703.84606643,38314499.84756764,-19.75961342386941,21.15924190017556,9.020003648870999,149758057.49747908,30.32352727300291
2024-308/00:00.000000,112987317.0192649,90136191.60617542,39087888.18555404,-20.15334361479481,20.84168116910109,8.882053667383081,149728186.54910442,30.322002080349627
2024-309/00:00.000000,111229272.3800921,91922968.72730605,39849246.76075993,-20.54108005647514,20.51780945788592,8.741543808799129,149698849.9663439,30.3204726710813
2024-310/00:00.000000,109437990.279555,93681494.09295307,40598356.01669579,-20.92271009246259,20.18772377552861,8.598511993212002,149670045.64432508,30.318944528919367
2024-311/00:00.000000,107614003.1695689,95411235.11542916,41334999.74955485,-21.29812216405805,19.85152277419758,8.452996865530842,149641771.13602802,30.317422716621216
2024-312/00:00.000000,105757853.0647132,97111667.71808717,42058965.07861099,-21.66720565924051,19.50930625397005,8.305037562011846,149614023.52496728,30.315911342023785
2024-313/00:00.000000,103870091.4926144,98782276.47228149,42770042.51334781,-22.02985100504859,19.16117516496022,8.154673774359805,149586799.51226956,30.31441362410232
2024-314/00:00.000000,101951279.3735012,100422554.8291855,43468026.08293833,-22.38595026862232,18.80723156984687,8.001945806661638,149560095.53307146,30.31293231351639
2024-315/00:00.000000,100001986.923925,102032004.997382,44152713.26526566,-22.73539667000243,18.44757817233393,7.8468944060185,149533907.59691736,30.31146901728673
2024-316/00:00.000000,98022793.5482899,103610138.0742277,44823905.07468284,-23.07808498009197,18.08231842903433,7.689560935345539,149508231.32160774,30.310024637003075
2024-317/00:00.000000,96014287.51463477,105156474.2021267,45481406.17334817,-23.41391250609743,17.71155605662538,7.52998720754938,149483061.85341054,30.308599837934217
2024-318/00:00.000000,93977066.01873375,106670542.4506718,46125024.83089224,-23.74277844404073,17.33539560197537,7.368215863084044,149458393.80864644,30.307195085075023
2024-319/00:00.000000,91911734.84324892,108151880.9888579,46754573.05191719,-24.06458514885308,16.95394274937742,7.204290493790624,149434221.19645432,30.305811895649477
2024-320/00:00.000000,89818907.90968262,109600037.1083935,47369866.61197691,-24.37923812363687,16.56730443336757,7.038255438519406,149410537.16216192,30.30445292848426
2024-321/00:00.000000,87699207.29227425,111014567.5815136,47970725.22946513,-24.6866463167291,16.17559171143126,6.870156774308014,149387334.31601417,30.303124058185293
2024-322/00:00.000000,85553262.80433187,112395039.0333688,48556972.69366106,-24.98672140809448,15.77892052377727,6.700041982964881,149364604.81972465,30.30183397411613
2024-323/00:00.000000,83381711.84532887,113741028.108983,49128436.83105024,-25.27937472844094,15.37741198280841,6.527959670926722,149342340.4497479,30.300591469725532
2024-324/00:00.000000,81185199.4591958,115052122.312553,49684949.81348014,-25.56451754626421,14.97119087843119,6.353959120864949,149320533.40991017,30.299404452914498
2024-325/00:00.000000,78964378.412859,116327919.922006,50226348.05140838,-25.84205993996492,14.56038241579022,6.178089667761082,149299176.32087275,30.298277013349935
2024-326/00:00.000000,76719911.0776835,117568028.9550514,50752471.77077936,-26.11185073023084,14.14507705091396,6.000386316560229,149278262.24533573,30.29713830186133
2024-327/00:00.000000,74452467.49158882,118772068.0267867,51263165.4775601,-26.37392608253833,13.72546274569503,5.820927366939791,149257784.36559162,30.296130115938013
2024-328/00:00.000000,72162719.47609653,119939669.1969849,51758279.26986761,-26.62814277334751,13.30162784581181,5.639748781451257,149237735.85204774,30.295182079402267
2024-329/00:00.000000,69851349.54013406,121070473.0089006,52237666.74372679,-26.87442063798335,12.87369343024506,5.456901182363062,149218109.80576578,30.294293813807172
2024-330/00:00.000000,67519046.94690163,122164130.5686808,52701185.92065307,-27.11268379098615,12.44178262438892,5.272436208266698,149198899.11009008,30.293467295652885
2024-331/00:00.000000,65166507.27692051,123220303.7013052,53148699.3146904,-27.34285936941809,12.0060204840506,5.086406217981832,149180096.37266693,30.292705633098233
2024-332/00:00.000000,62794432.41428655,124238665.1492184,53580074.0061646,-27.56487711367488,11.56653439225454,4.89886437669078,149161694.1134623,30.292012813948404
2024-333/00:00.000000,60403530.08018707,125218898.7258725,53995181.68097471,-27.77866931034391,11.12345377465244,4.709864438248442,149143684.71051612,30.291393423825017
2024-334/00:00.000000,57994513.84658532,126160699.5532562,54393898.71660698,-27.9841704632089,10.67691028151196,4.519460849279946,149126060.65225908,30.29085234920872
2024-335/00:00.000000,55568102.79136976,127063774.1822082,54776106.20156031,-28.18131734748579,10.22703738625108,4.327708542256318,149108814.52102035,30.290394556132792
2024-336/00:00.000000,53125021.37184106,127927840.786958,55141689.99967667,-28.37004889258849,9.773970378714418,4.134662972371554,149091939.1522972,30.290024909645563
2024-337/00:00.000000,50665999.25336509,128752629.3125462,55490540.79312286,-28.55030616507407,9.317846185020283,3.94038007209341,149075427.7295529,30.289748014133664
2024-338/00:00.000000,48191771.06308156,129537881.5615799,55822554.094602,-28.72203231909791,8.85880301499917,3.744916124215182,149059273.7916804,30.289567976042015
