Time,x (km),y (km),z (km),Dx (km/s),Dy (km/s),Dz (km/s),Distance (km),Vel. (km/s)
2023-167/00:00.000000,-14898809.64361512,-140119711.7783072,-61162626.65225465,29.22006454913161,-2.78358408987587,-1.292496572986398,153611116.31856483,29.380794067417742
2023-168/00:00.000000,-12372331.17083144,-140340656.0243819,-61265639.45225744,29.26193588888359,-2.330787215228149,-1.092014412703747,153629596.39811793,29.37492053581349
2023-169/00:00.000000,-9842582.101165999,-140522458.9548823,-61351319.39849485,29.29577027010892,-1.87755360316537,-0.8912817387757787,153647070.53855893,29.369401532711425
2023-170/00:00.000000,-7310256.86294929,-140665087.7785981,-61419647.15280863,29.32156712734746,-1.423996952900392,-0.6903516016597625,153663527.98090547,29.36424103325892
2023-171/00:00.000000,-4776049.889251169,-140768519.4582097,-61470607.9303501,29.33932694166068,-0.970231013717488,-0.4892771606220024,153678958.74949113,29.359442190708286
2023-172/00:00.000000,-2240655.495700449,-140832740.8513509,-61504191.57475559,29.34905157249469,-0.5163694140417897,-0.2881115536866634,153693353.8381488,29.355007645103395
2023-173/00:00.000000,295232.1803185893,-140857748.5646159,-61520392.48547865,29.35074394479642,-0.06252558433657933,-0.08690779368327149,153706705.07268116,29.3509392102928
2023-174/00:00.000000,2830919.34416798,-140843549.0375776,-61519209.65622064,29.34440830461523,0.3911874349506828,0.1142813771789928,153719005.22238538,29.347238142462476
2023-175/00:00.000000,5365712.586340271,-140790158.422489,-61500646.60474507,29.33005006423627,0.8446570415698869,0.3154035685907696,153730247.8791682,29.343905017900386
2023-176/00:00.000000,7898919.046705993,-140697602.599629,-61464711.36775698,29.30767597722872,1.297771219597059,0.5164068659219843,153740427.4838314,29.34093995385654
2023-177/00:00.000000,10429846.49597901,-140565917.0866168,-61411416.43730551,29.27729415428527,1.750418622723804,0.7172399200704129,153749539.2291225,29.33834268417811
2023-178/00:00.000000,12957803.45558179,-140395146.992492,-61340778.71558169,29.23891417889813,2.202488631447017,0.9178520142158642,153757579.00952682,29.336112742703722
2023-179/00:00.000000,15482099.39903005,-140185346.9511807,-61252819.46000494,29.19254747087829,2.65387150659596,1.118193142985103,153764543.35582152,29.33424990890381
2023-180/00:00.000000,18002044.77727759,-139936581.04668,-61147564.21978115,29.13820730963257,3.104458087002638,1.318213814058855,153770429.34585768,29.332754267075853
2023-181/00:00.000000,20516951.41935775,-139648922.7507083,-61025042.7977546,29.0759096736132,3.554140019767234,1.517864987274453,153775234.57776082,29.331627107063433
2023-182/00:00.000000,23026132.52064583,-139322454.9324883,-60885289.25829247,29.00567320822782,4.002808567059323,1.717097134454691,153778957.1929122,29.330870721071015
2023-183/00:00.000000,25528903.12593047,-138957269.8351506,-60728341.9656473,28.92751956469911,4.450354538757895,1.915859749468867,153781595.94941327,29.330488612812566
2023-184/00:00.000000,28024580.17442162,-138553469.2400227,-60554243.74629028,28.84147237804571,4.896666825138308,2.114100224015319,153783150.46871564,29.330484051361402
2023-185/00:00.000000,30512482.7339718,-138111164.6057469,-60363042.05999243,28.74755594463912,5.341632785602586,2.31176418589225,153783621.48838562,29.330858617803102
2023-186/00:00.000000,32991931.87213745,-137630477.1125666,-60154789.0690375,28.6457932807497,5.785138919021168,2.50879663557604,153783010.91742504,29.33161034710668
2023-187/00:00.000000,35462250.71046664,-137111537.8061192,-59929541.70044855,28.53620702348364,6.2270731212535,2.705144043092203,153781321.99144554,29.332735215769294
2023-188/00:00.000000,37922764.17309327,-136554487.2302307,-59687361.34517311,28.41881958160942,6.667325084440138,2.900755029945616,153778558.74467203,29.33422761787715
2023-189/00:00.000000,40372799.36935306,-135959475.4176598,-59428313.77944584,28.29365576138635,7.105787255349453,3.095580583249992,153774726.02294418,29.33608337882738
2023-190/00:00.000000,42811685.52287173,-135326661.6008477,-59152468.93508444,28.1607428175078,7.542353094370094,3.289572622868698,153769829.0902859,29.338299444158288
2023-191/00:00.000000,45238754.41646058,-134656214.1930252,-58859900.89104366,28.02011093950112,7.976916953231582,3.482683460053892,153763873.69877943,29.340874309121002
2023-192/00:00.000000,47653340.52356154,-133948310.7096662,-58550687.84444264,27.8717926467073,8.409373128810048,3.674865067137127,153756866.03233418,29.34380709830039
2023-193/00:00.000000,50054781.2052526,-133203137.8596566,-58224912.18845265,27.71582269295238,8.839615704041913,3.866068909117619,153748812.86214024,29.34709733776689
2023-194/00:00.000000,52442416.93460703,-132420891.4290394,-57882660.49111252,27.55223735918504,9.267538541109678,4.056245977213401,153739721.49816716,29.350744207523682
2023-195/00:00.000000,54815591.35730281,-131601776.4927664,-57524023.62579217,27.38107471807245,9.693035204764161,4.24534679485125,153729600.0320158,29.35474669633546
2023-196/00:00.000000,57173651.48392951,-130746007.2138756,-57149096.69889615,27.20237396861367,10.11599920325738,4.433321637121354,153718457.18675566,29.359103020133006
2023-197/00:00.000000,59515947.77006062,-129853807.0628736,-56757979.17251467,27.01617583619887,10.53632400744297,4.620120599062989,153706302.56251106,29.363810971195836
2023-198/00:00.000000,61841834.22727364,-128925408.6213553,-56350774.77826286,26.82252207519271,10.95390325225721,4.805693784547696,153693146.4538596,29.368867524725083
2023-199/00:00.000000,64150668.55181403,-127961053.7202018,-55927591.58973162,26.62145579647072,11.36863084103263,4.989991410487603,153679000.01580206,29.3742691858004
2023-200/00:00.000000,66441812.18260469,-126960993.284281,-55488541.94347791,26.4130211466166,11.78040106801395,5.172963934608418,153663875.09383222,29.380011764525204
2023-201/00:00.000000,68714630.46457116,-125925487.3974323,-55033742.46679581,26.197263565145,12.18910878759606,5.354562180735456,153647784.3187628,29.38609071456916
2023-202/00:00.000000,70968492.66459791,-124854805.1568947,-54563313.99356817,25.97422955191717,12.59464946814143,5.534737413311669,153630740.92059812,29.392500987077543
2023-203/00:00.000000,73202772.19447617,-123749224.7009197,-54077381.56820731,25.74396694015394,12.99691942283295,5.713441478639512,153612758.80703586,29.39923743618514
2023-204/00:00.000000,75416846.54694942,-122609033.0469854,-53576074.34538443,25.50652464901533,13.39581580043608,5.890626833125919,153593852.31859064,29.406294651267824
2023-205/00:00.000000,77610097.63663171,-121434526.09088,-53059525.57821245,25.26195313826916,13.79123689179005,6.066246699067469,153574036.33644947,29.413667577837433
2023-206/00:00.000000,79781911.65034826,-120226008.442922,-52527872.51259135,25.0103040772145,14.18308203635526,6.240255027442406,153553325.99263546,29.421351241780787
2023-207/00:00.000000,81931679.41951202,-118983793.3628768,-51981256.34432955,24.75163102519692,14.57125192381868,6.412606601393048,153531736.7408327,29.429341556669428
2023-208/00:00.000000,84058796.46102019,-117708202.6394266,-51419822.14593405,24.48598950504643,14.9556484546368,6.583256879079024,153509284.21629432,29.437635330913814
2023-209/00:00.000000,86162663.11838421,-116399566.5167051,-50843718.83020693,24.21343753394218,15.33617431552343,6.752161586765038,153485984.19860414,29.446230419869124
2023-210/00:00.000000,88242685.03808296,-115058223.52443,-50253099.09023078,23.93403617436489,15.71273314497931,6.91927653570905,153461852.6914769,29.45512617964405
2023-211/00:00.000000,90298273.11296426,-113684520.6932557,-49648119.55698097,23.64784969206111,16.08522721191066,7.084556054544679,153436906.081891,29.464321882695547
2023-212/00:00.000000,92328843.97415781,-112278813.4721872,-49028940.83308384,23.35494468266638,16.45355752183663,7.247952931519313,153411161.33952126,29.473815802374702
2023-213/00:00.000000,94333820.03628536,-110841465.8701091,-48395727.63076703,23.05538790166269,16.81762322849459,7.409418397653838,153384636.16602615,29.483602957291808
2023-214/00:00.000000,96312629.48194906,-109372850.8426104,-47748649.00840859,22.74924580746974,17.17732273080852,7.568903325018518,153357349.2901312,29.493675568679244
2023-215/00:00.000000,98264706.15274107,-107873349.9601206,-47087878.15216839,22.43658304636986,17.53255633198377,7.726360302138157,153329320.0134164,29.504024028076103
2023-216/00:00.000000,100189489.3076954,-106343353.2319167,-46413592.20745592,22.11746394333381,17.88322675838362,7.8817439806256,153300567.7939421,29.5146387196687
2023-217/00:00.000000,102086424.1291856,-104783258.9879671,-45725972.19173352,21.79195514101323,18.22924095074549,8.035011616160034,153271112.3744541,29.525513478686463
2023-218/00:00.000000,103954961.4646056,-103193473.4904056,-45025202.74524923,21.46012557724385,18.570507383456,8.186121240592602,153240973.197032,29.53664360139369
2023-219/00:00.000000,105794558.2236774,-101574410.8958497,-44311472.138888,21.12204734167503,18.90693573472313,8.335031165711447,153210169.57662252,29.548026115365015
2023-220/00:00.000000,107604677.7650547,-99926493.02121444,-43584972.19706116,20.77779455081001,19.23843650464525,8.48169971374583,153178720.73450238,29.559658583500134
2023-221/00:00.000000,109384789.8908823,-98250149.47826162,-42845898.39242303,20.42744365449096,19.56492009376227,8.626084718119928,153146645.86933354,29.57153851420125
2023-222/00:00.000000,111134371.0806669,-96545817.68642573,-42094449.88965173,20.07107313095483,19.88629699063507,8.768143678044002,153113964.2872208,29.5836631975606
2023-223/00:00.000000,112852904.6702813,-94813942.66768795,-41330829.47453449,19.70876268190809,20.20247772594283,8.907833822161066,153080695.32689047,29.596029060031448
2023-224/00:00.000000,114539880.9477992,-93054977.23386686,-40555243.66882959,19.34059359833531,20.51337295376138,9.04511219446977,153046858.52564776,29.60863193878811
2023-225/00:00.000000,116194797.3059497,-91269381.94967037,-39767902.73069777,18.96664857110145,20.81889365661082,9.179935810423286,153012473.64200017,29.62146709041311
2023-226/00:00.000000,117817158.2796728,-89457624.96455924,-38969020.5861723,18.58701129080827,21.11895114012489,9.312261698541192,152977560.49448144,29.63452891351124
2023-227/00:00.000000,119406475.7187842,-87620182.11887477,-38158814.89279545,18.20176670690325,21.41345720373862,9.442047007066344,152942139.0989024,29.647811257368183
2023-228/00:00.000000,120962268.8979394,-85757536.87385668,-37337507.01665307,17.81100089715486,21.70232432594128,9.569249112084602,152906229.6239983,29.661307501118788
2023-229/00:00.000000,122484064.4806513,-83870180.165242,-36505321.96594147,17.41480074297925,21.98546562300596,9.693825606608696,152869852.17657387,29.675010336466435
2023-230/00:00.000000,123971396.7320456,-81958610.43046942,-35662488.41588597,17.01325418478435,22.26279507975814,9.815734404899564,152833026.8999502,29.688912149604175
2023-231/00:00.000000,125423807.6041269,-80023333.50605617,-34809238.66707608,16.60645006081161,22.53422772801776,9.934933817502776,152795773.8810861,29.70300511528345
2023-232/00:00.000000,126840846.6398812,-78064862.50552122,-33945808.59612359,16.1944778373026,22.79967957057965,10.05138247861126,152758112.89608303,29.71728101080793
2023-233/00:00.000000,128222071.2135312,-76083717.7542371,-33072437.63967126,15.77742784834023,23.05906793392501,10.16503947877195,152720063.4658859,29.73173172043537
2023-234/00:00.000000,129567046.596275,-74080426.64886092,-32189368.74379674,15.35539118390305,23.31231168394703,10.27586441174799,152681644.7261513,29.746349420875323
2023-235/00:00.000000,130875345.8224534,-72055523.55386195,-31296848.34012456,14.92845955179432,23.55933112954028,10.3838172320003,152642875.15240493,29.76112646000603
2023-236/00:00.000000,132146549.9706842,-70009549.62308785,-30395126.2904848,14.4967257995769,23.80004853269752,10.48885842477038,152603772.59359172,29.776056154597647
2023-237/00:00.000000,133380248.2657278,-67943052.59701931,-29484455.82633698,14.06028423524599,24.03438830687818,10.59094902571218,152564354.1558897,29.791133166211438
2023-238/00:00.000000,134576038.0346844,-65856586.77872992,-28565093.59092879,13.6192316084261,24.26227614511515,10.69005013145916,152524636.06616384,29.806353100620782
2023-239/00:00.000000,135733525.2016396,-63750712.77623822,-27637299.54712352,13.17366852650364,24.48363883819359,10.78612301252453,152484633.8796142,29.821712942864387
2023-240/00:00.000000,136852324.5942611,-61625997.4606882,-26701336.96888497,12.72370013290924,24.69840220501607,10.87912853711009,152444362.65668762,29.83720922405278
2023-241/00:00.000000,137932060.3365576,-59483014.47584722,-25757472.67853838,12.26943705336704,24.90648788365608,10.96902618159822,152403837.4799246,29.85283503585263
2023-242/00:00.000000,138972366.2228593,-57322344.32527968,-24805976.98792915,11.81099162047187,25.10781286098865,11.05577427203851,152363073.69849205,29.868577710958256
2023-243/00:00.000000,139972885.6014225,-55144574.77771764,-23847123.80816182,11.34847400935976,25.30229045678763,11.13933006928748,152322086.85849208,29.884417998236014
2023-244/00:00.000000,140933271.403252,-52950301.21965685,-22881190.83033989,10.88199140323299,25.48983555425782,11.21965131387385,152280892.6999363,29.900334932706922
2023-245/00:00.000000,141853185.5411583,-50740126.16070402,-21908459.31437501,10.41164796953473,25.67036689003504,11.29669657631162,152239506.1753291,29.91630831582959
2023-246/00:00.000000,142732298.8643028,-48514658.95952401,-20929214.06350165,9.937548535338387,25.84380763740279,11.3704254164309,152197941.0976491,29.932320963164596
2023-247/00:00.000000,143570291.5461523,-46274515.35898705,-19943743.29651413,9.459800075986076,26.01008475146968,11.44079856183131,152156210.1362726,29.94835885301001
2023-248/00:00.000000,144366853.054773,-44020317.44215848,-18952338.64533638,8.978513564433731,26.16912600601494,11.50777692685722,152114324.60085517,29.96440874677349
2023-249/00:00.000000,145121682.6212037,-41752693.5351949,-17955295.11266043,8.493803975701553,26.32085921870237,11.57132168167094,152072294.6720934,29.980457325549608
2023-250/00:00.000000,145834489.2112519,-39472279.37018804,-16952911.54063321,8.005776620440045,26.46516915443891,11.6313758304606,152030129.55295888,29.996442145342375
2023-251/00:00.000000,146504992.1885225,-37179717.17352701,-15945490.17206846,7.514580334789696,26.60206580200815,11.68793731587349,151987837.5465946,30.012442440464046
2023-252/00:00.000000,147132922.8131332,-34875651.771549,-14933334.88948253,7.020328335944349,26.73143291740787,11.74095016890538,151945426.23240492,30.028393673839087
2023-253/00:00.000000,147718022.6414131,-32560737.05112384,-13916753.94914515,6.52315035102503,26.8531939164529,11.79037654420241,151902902.70723107,30.04427554578042
2023-254/00:00.000000,148260044.6368504,-30235633.5092429,-12896058.83149235,6.023180104894527,26.96727204021025,11.83617957769438,151860273.61628002,30.060066647666176
2023-255/00:00.000000,148758753.4289999,-27901008.27323474,-11871564.14369206,5.520555162952375,27.07358982817036,11.87832329136548,151817545.16402543,30.07574370993019
2023-256/00:00.000000,149213925.7656163,-25557535.20063622,-10843587.57056227,5.015417274271135,27.17206953698419,11.91677285866426,151774723.3215039,30.09128193884
2023-257/00:00.000000,149625350.8104931,-23205894.86867711,-9812449.746155044,4.507912368993003,27.26263331368428,11.95149479937253,151731813.84218687,30.106655029450824
2023-258/00:00.000000,149992830.4738337,-20846774.57895331,-8778474.126675697,3.998190665487273,27.34520339893116,11.98245715171882,151688822.30372357,30.121835218314363
2023-259/00:00.000000,150316179.9148036,-18480868.31356419,-7741986.858095638,3.48640695192485,27.41970272901738,12.00962977075548,151645754.3036198,30.13679376464473
2023-260/00:00.000000,150595227.8110925,-16108876.69402184,-6703316.608627724,2.972720453225669,27.48605506651437,12.03298443759066,151602615.41732568,30.15150086625516
2023-261/00:00.000000,150829816.7813708,-13731506.88052099,-5662794.395403896,2.457294943606147,27.54418552629825,12.05249506799936,151559411.29430497,30.165926011166295
2023-262/00:00.000000,151019803.8580402,-11349472.36874006,-4620753.373818614,1.940298700014739,27.59402131195283,12.06813798412115,151516147.79326785,30.180038529027318
2023-263/00:00.000000,151165060.7027861,-8963492.950067174,-3577528.67453611,1.421904325584239,27.63549175225714,12.07989182952004,151472830.87920433,30.1938073603362
2023-264/00:00.000000,151265474.1553162,-6574294.270202667,-2533457.118577397,0.9022885321114507,27.66852961741993,12.08773799442262,151429466.82054827,30.207202214158
2023-265/00:00.000000,151320946.4529457,-4182607.698832171,-1488877.047731719,0.3816318299840844,27.69307128263997,12.09166047090809,151386062.09767416,30.220193461703
2023-266/00:00.000000,151331395.5706613,-1789169.928214822,-444128.0737816448,-0.139881835697416,27.70905774819189,12.09164605424338,151342623.421632,30.232752976229115
2023-267/00:00.000000,151296755.5176564,605277.6144881549,600449.2338601045,-0.6620658248613147,27.71643588673038,12.08768470894953,151299157.73209888,30.24485528222374
2023-268/00:00.000000,151216976.5798712,2999988.979421652,1644513.488984653,-1.184730255249937,27.71515905067979,12.07976974721073,151255672.17281282,30.256478052275188
2023-269/00:00.000000,151092025.4704232,5394214.752698395,2687723.017318542,-1.707683163115507,27.7051889012966,12.06789914283423,151212174.00914207,30.26760419266341
2023-270/00:00.000000,150921885.7466114,7787202.469019386,3729736.167410885,-2.230728117720057,27.68649605644086,12.05207709800681,151168670.86630487,30.27822277140457
2023-271/00:00.000000,150706558.1822366,10178197.5072842,4770211.997697058,-2.753662555997353,27.65906003913651,12.03231630232374,151125170.9879467,30.288329358352296
2023-272/00:00.000000,150446061.2505607,12566443.84101861,5808811.099802077,-3.276275733219323,27.62286654136265,12.00863890815777,151081683.67810217,30.2979231477759
2023-273/00:00.000000,150140432.3216835,14951184.34284481,6845196.366780454,-3.798347769712275,27.57790463619277,11.98107538197376,151038220.47513515,30.307003105077193
2023-274/00:00.000000,149789727.7189449,17331660.89501853,7879033.427954184,-4.319654216529026,27.52416304588184,11.94965864800638,150994795.16610625,30.315562104809107
2023-275/00:00.000000,149394023.2391078,19707114.54516481,8909990.74994484,-4.839973062471957,27.46163307742326,11.91441986629676,150951424.23451138,30.323588693868153
2023-276/00:00.000000,148953413.5838682,22076785.85574996,9937739.354657637,-5.359089868819697,27.39031283989479,11.87538704664598,150908126.20759904,30.33107151415918
2023-277/00:00.000000,148468011.5349934,24439915.54905132,10961952.54767572,-5.876798242991575,27.31021060343934,11.83258711822768,150864920.7896163,30.338003868143453
2023-278/00:00.000000,147937947.4454221,26795745.70288735,11982306.12273977,-6.392899092809811,27.2213457357374,11.78604870011923,150821828.46709335,30.34438607777359
2023-279/00:00.000000,147363368.6423771,29143520.38057245,12998478.39145812,-6.907197774956214,27.12374761557655,11.73580359456329,150778869.9993974,30.35022490569089
2023-280/00:00.000000,146744439.1061348,31482486.59636666,14010150.58931582,-7.419503300614916,27.01745415596141,11.68188713815975,150736066.32256204,30.355532369010007
2023-281/00:00.000000,146081339.1718178,33811895.01398607,15017007.18234319,-7.929627911018019,26.90251042327742,11.62433778273004,150693438.48815393,30.360324352166455
2023-282/00:00.000000,145374265.2943739,36131000.36095716,16018735.99827876,-8.43738690610862,26.77896772958898,11.56319651675854,150651007.6300356,30.36461961149716
2023-283/00:00.000000,144623429.6927981,38439062.15299802,17015028.57430255,-8.94259914186784,26.64688287076017,11.49850623834776,150608794.9380583,30.368439075024412
2023-284/00:00.000000,143829060.1140868,40735344.96123048,18005580.16732709,-9.445087027682924,26.5063174695167,11.43031113489523,150566821.64266497,30.37180513890836
2023-285/00:00.000000,142991399.502231,43019118.85602669,18990089.87896796,-9.944676761446598,26.35733753664934,11.35865624885246,150525108.97643244,30.37474131066988
2023-286/00:00.000000,142110705.5767945,45289659.85009787,19968260.77303527,-10.4411986594192,26.20001288505764,11.28358699014732,150483678.07563677,30.377271766682167
2023-287/00:00.000000,141187250.6398035,47546250.07548308,20939799.79360714,-10.93448677369945,26.03441681304406,11.20514885297794,150442550.0144936,30.37942100529423
2023-288/00:00.000000,140221321.0986944,49788178.15416639,21904417.82710707,-11.42437923040125,25.86062552436746,11.12338703089052,150401745.65116808,30.381213477255525
2023-289/00:00.000000,139213217.1618135,52014739.40766944,22861829.64576545,-11.91071798225972,25.67871770550069,11.03834613907667,150361285.5855589,30.382673209212328
2023-290/00:00.000000,138163252.6389104,54225236.0563065,23811753.83986434,-12.3933486582487,25.48877444901563,10.95007018158203,150321190.20968348,30.38382383537791
2023-291/00:00.000000,137071754.3871202,56418977.37554028,24753912.75325196,-12.87212056628607,25.29087824996001,10.85860199384487,150281479.4159957,30.384687719113337
2023-292/00:00.000000,135939062.1891884,58595279.84108017,25688032.38586728,-13.34688641426484,25.08511311667829,10.76398336233127,150242172.6959108,30.38528615722381
2023-293/00:00.000000,134765528.4482392,60753467.30082823,26613842.33047021,-13.81750251547462,24.87156425288505,10.66625493968985,150203289.08048952,30.385639348037337
2023-294/00:00.000000,133551517.7784003,62892870.87978187,27531075.57190041,-14.28382816798835,24.6503171641623,10.56545580212931,150164846.85358614,30.385765412988363
2023-295/00:00.000000,132297406.8455487,65012829.14082451,28439468.42817504,-14.74572585980868,24.42145785192579,10.46162371622865,150126863.60351315,30.385680929114887
2023-296/00:00.000000,131003584.0073672,67112688.18867655,29338760.48416944,-15.20306174853632,24.1850723452147,10.35479506657887,150089356.06975368,30.385400964014334
2023-297/00:00.000000,129670449.1350413,69191801.40651613,30228694.31967612,-15.65570450461309,23.94124635875952,10.24500477908124,150052339.9385512,30.38493843452667
2023-298/00:00.000000,128298413.2996338,71249529.61814886,31109015.50671143,-16.10352626436383,23.69006545929552,10.13228670354771,150015829.7374245,30.384305051385528
2023-299/00:00.000000,126887898.3254013,73285241.05336984,31979472.52767813,-16.54640295678836,23.43161450535813,10.01667360255293,149979838.5145031,30.38351130459093
2023-300/00:00.000000,125439336.7682582,75298311.26669998,32839816.65898459,-16.98421373141225,23.16597905967021,9.898198218022191,149944377.84282896,30.38256786103882
2023-301/00:00.000000,123953171.4646418,77288123.2830676,33689802.04620711,-17.41684160402643,22.89324613247784,9.776894108747408,149909457.60249472,30.38148693457279
2023-302/00:00.000000,122429855.0947812,79254067.65404913,34529185.76423092,-17.84417219177968,22.61350527970964,9.652796549632516,149875085.74737325,30.3802828076688
2023-303/00:00.000000,120869850.2475744,81195542.98646049,35357728.11789453,-18.2660924427802,22.32685148975602,9.525944195437798,149841268.80601406,30.37897370531808
2023-304/00:00.000000,119273629.3244413,83111956.36653899,36175192.90537024,-18.68248785712627,22.03338510714344,9.39637865598142,149808012.21910146,30.377579621456746
2023-305/00:00.000000,117641674.767851,85002723.57673122,36981347.5163109,-19.0932398460611,21.73320998516007,9.26414275577734,149775320.80342597,30.37611833460125
2023-306/00:00.000000,115974479.3964137,86867269.49285339,37775963.05121423,-19.49822696438815,21.42642982215084,9.129278026108906,149743199.39436284,30.374602334126827
2023-307/00:00.000000,114272546.5422225,88705027.85248227,38558814.09392984,-19.89732757704524,21.11314513988405,8.991823163350764,149711652.86604884,30.37303781657386
2023-308/00:00.000000,112536390.002728,90515440.84817974,39329678.42166887,-20.29042270426025,20.79345314480519,8.851814520177438,149680685.8333376,30.371426826910735
2023-309/00:00.000000,110766533.6353153,92297959.00489691,40088336.91339391,-20.67739770786137,20.46744901478761,8.709287380738594,149650302.26008514,30.36977003242358
2023-310/00:00.000000,108963510.9841455,94052041.08276612,40834573.51399677,-21.05814202601565,20.1352278222215,8.564277287605519,149620505.11843732,30.368068600087245
2023-311/00:00.000000,107127865.0892211,95777154.06012551,41568175.25882814,-21.43254816747561,19.79688603594814,8.416820871837668,149591296.24674034,30.36632495479298
2023-312/00:00.000000,105260148.1219182,97472773.35893095,42288932.41679505,-21.80051102554621,19.45252217474676,8.266956109523322,149562676.27279857,30.364542862535597
2023-313/00:00.000000,103360921.215224,99138383.02618216,42996638.60429794,-22.16192725852016,19.1022370599208,8.114722328138043,149534644.66395187,30.36272713324896
2023-314/00:00.000000,101430754.4753487,100773475.8995087,43691090.87916552,-22.51669475263453,18.74613400706037,7.960160182459687,149507199.89525196,30.360883269832602
2023-315/00:00.000000,99470226.70551257,102377553.8583826,44372089.87011642,-22.86471277552252,18.38431866902058,7.803311484588248,149480339.49089688,30.359017331869424
2023-316/00:00.000000,97479925.31441371,103950128.0039684,45039439.86112835,-23.20588178306981,18.01689888922499,7.644219050302959,149454060.14675307,30.35713556650862
2023-317/00:00.000000,95460446.39586751,105490718.8803799,45692948.89351435,-23.54010329888064,17.64398500588797,7.482926809402575,149428358.0000227,30.35524442077261
2023-318/00:00.000000,93412394.39902374,106998856.6217296,46332428.82357642,-23.86728015970185,17.26568921408596,7.319479432561748,149403228.5675513,30.353350151553226
2023-319/00:00.000000,91336382.0976867,108474081.1128964,46957695.38627132,-24.18731629383695,16.88212558341781,7.153922325257139,149378666.8971567,30.351458586832578
2023-320/00:00.000000,89233030.59506772,109915942.2870924,47568568.33271618,-24.50011719187867,16.49341027320641,6.986301773971492,149354667.85897255,30.349575570888906
2023-321/00:00.000000,87102969.04943393,111324000.0695708,48164871.3786009,-24.8055894518907,16.09966068562025,6.816664501641696,149331225.94967744,30.34770596232604
2023-322/00:00.000000,84946834.64330561,112697824.5738635,48746432.29166989,-25.10364097946959,15.70099561671214,6.645057821168256,149308335.46980816,30.34585387213199
2023-323/00:00.000000,82765272.40632321,114036996.3596621,49313083.02781388,-25.39418171907065,15.29753489398939,6.471529550848921,149285990.67874566,30.34402303158755
2023-324/00:00.000000,80558935.14803024,115341106.251018,49864659.62075969,-25.67712277306734,14.88939911266377,6.296127935227548,149264185.59884813,30.342215918026138
2023-325/00:00.000000,78328483.2976981,116609755.5267673,50401002.29664811,-25.95237710154377,14.47670955028888,6.118901744354756,149242914.11064357,30.340434327498123
2023-326/00:00.000000,76074584.56349999,117842556.0223693,50921955.55834389,-26.21986005775648,14.05958745197759,5.93990001882692,149222169.88195923,30.338679486783853
2023-327/00:00.000000,73797914.04435512,119039130.0182706,51427368.13487008,-26.47948894332476,13.63815467844988,5.759172504251649,149201946.32136744,30.33695214860436
2023-328/00:00.000000,71499153.84797606,120199110.3557624,51917093.09104113,-26.73118399019961,13.2125333969073,5.576769567021183,149182236.4972356,30.335253338087494
2023-329/00:00.000000,69178992.69911538,121322140.3851123,52390987.84436273,-26.97486841042264,12.78284590003866,5.392742025343956,149163032.90627113,30.33358438456727
2023-330/00:00.000000,66838125.94822449,122407874.1763532,52848914.28627968,-27.2104692482014,12.34921639196221,5.207141872303883,149144327.68926606,30.331948646289156
2023-331/00:00.000000,64477255.045386,123455976.6242739,53290738.839727,-27.4379174822639,11.91177146948498,5.020021995264842,149126112.49719146,30.33035173119003
2023-332/00:00.000000,62097087.23339548,124466123.5806263,53716332.46939538,-27.65714693552911,11.47064154994265,4.831436205622703,149108378.49035272,30.32880099822147
2023-333/00:00.000000,59698335.3564014,125438002.5512636,54125570.91893683,-27.86809419377013,11.02596188616653,4.641439202841571,149091116.95764118,30.327305639995718
2023-334/00:00.000000,57281720.44441567,126371311.8049353,54518334.19593994,-28.07060087812296,10.57783605988129,4.450070722388063,149074319.41106614,30.32577086906214
2023-335/00:00.000000,54847969.20661101,127265761.628577,54894507.03953005,-28.26479261165793,10.12647547311605,4.257416697599791,149057977.6868858,30.324406075381845
2023-336/00:00.000000,52397805.26173779,128121077.6948843,55253980.38025408,-28.45051351388981,9.671985475331288,4.06351748286884,149042084.30442417,30.323113240111525
2023-337/00:00.000000,49931963.27199081,128936995.5613905,55596649.01599593,-28.62770066660336,9.21450357450367,3.868428422202234,149026632.3930099,30.321890772820968
2023-338/00:00.000000,47451183.15009724,129713262.6084567,55922412.54720386,-28.79629547037023,8.754166130897222,3.672205472533373,149011615.33241022,30.320737960952023
2023-339/00:00.000000,44956209.61727373,130449637.9923856,56231175.449044,-28.95624318649821,8.29110870113641,3.474905018812924,148997026.57394835,30.319654811020772
2023-340/00:00.000000,42447792.07084107,131145892.5669781,56522847.07445875,-29.10749278711456,7.825467328713224,3.276584018192777,148982859.5184069,30.318642418369603
2023-341/00:00.000000,39926684.03659431,131801809.0008821,56797341.73189747,-29.24999702820048,7.357379112314039,3.077299905434072,148969107.47491568,30.31770321544883
2023-342/00:00.000000,37393643.08884075,132417181.8661145,57054578.70681914,-29.38371176876882,6.886982739764397,2.87711061858494,148955763.72947732,30.31684043694973
2023-343/00:00.000000,34849430.40350893,132991817.7839828,57294482.30790583,-29.50859605177082,6.414418478795649,2.676074463672924,148942821.57884628,30.316058119465694
2023-344/00:00.000000,32294810.60970732,133525535.5779358,57516981.90215057,-29.62461165843941,5.939828336461967,2.474250138520569,148930274.46031174,30.31536063331508
2023-345/00:00.000000,29730551.52790634,134018166.4029388,57722011.93730249,-29.7317230080508,5.463355906422695,2.271696638751084,148918116.03109065,30.31475245497172
